title,description,impact,source
Barclays fined £40m over 'reckless' fundraising,The UK's financial watchdog says investors did not have all the information they should have had.,2,bbc
Davina McCall says 'it's nice to be home' after brain surgery,"The presenter says she's ""on the mend"" and feels ""very lucky"" after having a benign tumour removed.",1,bbc
How service charges in flats spiralled out of control,Bills for leaseholders have risen by 44% since 2016. Is Labour's new plan really the solution?,1,bbc
‘Pregnant’ for 15 months: Inside the 'miracle' fertility scam,Women in Nigeria desperate to conceive are drawn into a disturbing scam involving trafficked babies.,1,bbc
Band Aid 40: Charity megamix piles on the schmaltz,"The anniversary remix features vocals from across the decades, but critics argue about its lyrics.",1,bbc
Chris Mason: Will assisted dying vote pass? It's far from clear,This week the House of Commons will make a decision that could have consequences for decades.,1,bbc
'He told me he'd been shot and needed money but it was a lie',Figures from Action Fraud reveal an 11% rise in reports of fraud in 2024.,2,bbc
Expelled the same day: Ireland hardens illegal immigration response,Ireland is clamping down on migrants crossing the border from the UK - the BBC sees the policy in action.,2,bbc
From eyesore to asset: How a smelly seaweed could fuel cars,Scientists in the Caribbean are turning algae that have been choking beaches into biofuel.,1,bbc
"Tax rises will make it harder to hire, says business group","The head of the CBI says tax rises seen at the Budget ""must never again simply be done to business"".",1,bbc
Far-right candidate takes shock lead in Romania presidential election,"Calin Georgescu, a NATO and EU critic, is ahead in the first round of voting, overtaking the prime minister.",2,bbc
'Don't drink the spirits': Laos backpackers avoid shots after suspected poisonings,The deaths of six tourists sent shock waves through the backpacker scene in Vang Vieng.,1,bbc
Treasury to give Scotland £300m as tax hike compensation,"UK government says SNP have ""no more excuses"", though Scottish ministers claimed the move would cost them £500m.",2,bbc
One dead and three injured in Lithuania cargo jet crash,"The Boeing 737 crashed near a house as it was making its final approach for landing, local authorities say.",3,bbc
Drone footage shows huge fire engulfing Manila shanty town,"Around 1,000 houses were destroyed in the blaze, officials say, months after a similar incident in the Philippine capital.",3,bbc
Angela Merkel on Putin’s dog and Trump’s handshake,The BBC's Katya Adler sits down with the former German chancellor,1,bbc
"Will Labour’s Plan For Work, Work?","And, COP29 climate talks end with criticised deal.",1,bbc
'I'm more out than in' - Salah disappointed by lack of Liverpool offer,Egypt forward Mohamed Salah says his future at Liverpool is 'out of his hands' because he is yet to be offered a new deal.,1,bbc
Superb India thrash Australia to win first Test,India complete a stunning 295-run win over Australia in the first Test in Perth to continue their extraordinary run in the country.,2,bbc
Ireland game could be 'line in sand' for England,"England's game against Ireland in the Six Nations could be a 'line in the sand' for England, while Scotland are among Championship favourites, says Matt Dawson.",1,bbc
'We will suffer for a long period' - why there is no quick fix at Man Utd,Manchester United manager Ruben Amorim expects his side to suffer for a long time after seeing them start his management era with draw at Ipswich.,1,bbc
Late escape for Chiefs and Cowboys win thriller,"The Kansas City Chiefs win on the last kick of the game to go 10-1 for the season, while the Dallas Cowboys end a five-game losing streak after a wild finish.",1,bbc
India seal massive first Test win over Australia,India take the last remaining seven Australia wickets to seal a 295-run win on day four of the first Test of their five-match series in Perth.,2,bbc
Anger over level and timing of storm weather warnings,"In Pontypridd, Rhondda Cynon Taf, residents say lessons have not been learned from Storm Dennis.",2,bbc
I had good intentions - Letby safeguarding boss,"Former director of nursing Alison Kelly acknowledges she ""didn’t get everything right at the time"".",1,bbc
Residents 'frustrated' by repeated flooding,Parts of Coalisland and Dundonald damaged by Storm Bert on Saturday have been flooded before.,2,bbc
Major Myanmar ethnic rebel group ready for talks,,1,cna_latest
Man arrested after eight-year-old girl shot in car,"A girl is undergoing surgery and a man, 34, has been left with potentially life-changing injuries.",2,bbc
'I used my chair lift to escape flooding',"Annie Sweeney, 94, recalls how her home in Coalisland was suddenly ""swimming with water"" on Saturday.",1,bbc
Aerial footage shows Wiltshire town submerged by flood water,Parts of Bradford-on-Avon are submerged in flood water after it was battered by Storm Bert.,3,bbc
£1.25 a night Welsh tourism tax may start in 2027,"Hotels, B&B and self-catered accommodation guests would pay if councils introduce it in their areas.",2,bbc
Dad pulls baby son from sinking car during storm,Andre Randles says he unexpectedly hit deep flood water in West Yorkshire on Saturday.,1,bbc
"I'm not surprised some voters want an election re-run, says Starmer","The prime minister responds to an online petition calling for a new election, months after the last poll.",1,bbc
Thousands of Imran Khan supporters converge on Pakistan capital,The former PM has been in jail for more than a year but remains hugely popular.,1,bbc
EU says Bluesky is violating information disclosure rules,,1,cna_latest
"Nvidia shows AI model that can modify voices, generate novel sounds",,2,cna_latest
Three ways the Menendez brothers could be freed,"Ever since two young men were jailed for killing their wealthy parents in 1989, the case has gripped the US.",1,bbc
Band Aid star hits back as new megamix is released,"Spandau Ballet's Tony Hadley says critics of the charity song like Ed Sheeran ""should shut up"".",1,bbc
Bank of Korea to hold rates to ease pressure on battered won: Reuters poll,,1,cna_latest
Brazil antitrust body rules Apple must lift restrictions on in-app payments,,1,cna_latest
"Arsenal must be ruthless to earn statement win at Sporting, says Arteta",,1,cna_latest
"Trump pledges 25% tariffs on Canada and Mexico, deeper tariffs on China",,2,cna_latest
How the Aventis flagship part-time MBA is shaping tomorrow’s business leaders,"The University of Roehampton’s MBA at Aventis Graduate School combines flexibility with high-calibre learning, empowering professionals to advance their careers while balancing work and personal commitments.",1,cna_latest
Unlocking immune health with the benefits of fungi,A nutritionist shares how the Holistic Way Premium Gold Royal Imperial Lingzhi Blend supports respiratory and cognitive health while promoting vitality.,1,cna_latest
Dollar rebounds on Trump tariff warning; stocks point lower,,1,cna_latest
Social media firms raise 'serious concerns' over Australian U-16 ban,,1,cna_latest
"Japan's corporate service inflation steady, keeps alive BOJ rate-hike prospect",,1,cna_latest
DHL plane crash in Lithuania leaves authorities searching for answers,,3,cna_latest
"28 Singapore brands for your locally-shopped Christmas gifts: Homeware, fashion, books, food and more",Ditch the cookie-cutter gifts and make this Christmas as special as the people you're shopping for.,1,cna_latest
Money Talks Podcast: How to overcome time and resource constraints in learning new skills,"Want to stay ahead of the competition? For SMEs, upskilling staff is crucial to gaining that edge, say our guests.",1,cna_latest
Winter wear 101: What to know when buying a down jacket for your next cool holiday,"There’s more to picking out down outerwear than you had thought – and, while quality is very important, spending top dollar on it may not always be necessary.",1,cna_latest
How Singapore's first express feeder bus will benefit residents at route's extreme ends,"New service 298x in Tampines will only operate on weekdays, excluding public holidays, and during morning and evening peak hours.",2,cna_singapore
Commentary: Disciplinary measures like detention and suspension aren’t enough to solve school bullying,"To rehabilitate bullies, traditional measures like detention and suspension aren't effective alone. A more holistic approach that includes counselling and restorative actions is needed, says the National Institute of Education’s Cheung Hoi Shan.",1,cna_singapore
"One police officer killed, dozens injured in clashes with Imran Khan's supporters near Islamabad",,3,cna_asia
Bangladesh arrest outspoken Hindu monk leader,,2,cna_asia
"16 dead, seven missing in Indonesia flood: Disaster agency",,3,cna_asia
Commentary: COP29 climate finance deal is a decade late and US$2 trillion short,"The lacklustre commitments made by countries at this year's UN climate conference in Baku make it clear that the world is still not taking the climate threat seriously enough, writes Bloomberg Opinion’s Mark Gongloff.",3,cna_world
"Commentary: Could Trump save TikTok from US ban, as he promised?","The United States may have passed a law to ban TikTok unless Chinese owner ByteDance sells it, but incoming president Donald Trump has promised to “save” the app. NTU’s Mark Cenite considers the possible scenarios.",3,cna_world
"Europeans will ramp up support for Ukraine's defence industry, says German minister",,2,cna_world
Egypt says over a dozen missing after Red Sea tourist boat capsizes,,3,cna_world
Israel to decide on ceasefire as US says deal 'close',,2,cna_world
Special counsel asks judge to dismiss subversion case against Trump,,1,cna_world
G7 ministers discuss ceasefire efforts in Mideast,,1,cna_world
Israel far-right minister says Lebanon ceasefire now 'big mistake',,2,cna_world
New cash for job centres in plan to boost workforce,The government reveals a £240m investment plan to increase the number of people working in Britain.,1,bbc
Russian deserter reveals war secrets of guarding nuclear base,"A combat alert was in place on the day Russia invaded Ukraine, he tells the BBC.",1,bbc
More rain forecast after Storm Bert hits UK,"At least five people died as the storm brought heavy rain, wind and snow over the weekend.",2,bbc
"Trump threatens China, Mexico and Canada with new tariffs",The president-elect said he plans to impose 25% tariffs on Mexico and Canada and an additional 10% on China on his first day in office.,3,bbc
Gangsters block aid distribution in south Gaza,"Aid workers say armed gangs operating within sight of Israeli forces are looting supplies, amid severe shortages.",2,bbc
Reeves tells firms no more tax rises as she defends Budget,"Chancellor Rachel Reeves tells the CBI conference she is ""not coming back with more borrowing or more taxes"".",1,bbc
Prosecutors demand 20-year jail sentence for husband in mass rape trial,"Dominique Pelicot, 72, is facing the maximum sentence for rape in a case that has horrified France.",1,bbc
"Israel and Lebanon close to ceasefire deal, Israeli officials say","Israel's cabinet will meet on Tuesday to discuss a possible deal, as the US cautions, ""we're not done yet"".",3,bbc
"We were ready to leave climate summit, negotiator tells BBC",A key negotiator with the group that pushed climate talks close to collapse speaks to the BBC about what happened.,1,bbc
Supreme Court to hear case on definition of a woman,Judges will consider a legal challenge which could affect how women and trans people are treated.,1,bbc
"The Papers:  'No more tax rises, insists Reeves' and 'PM in jobs push'","The Chancellor ruling out more tax rises and the PM's pledge to ""overhaul"" job centres leads the papers.",1,bbc
Barbara Taylor Bradford: An author of substance,"The life of the prolific writer, famous for family sagas with female characters as strong as herself.",1,bbc
First Lady receives White House Christmas tree,"Jill Biden, accompanied by her grandson Beau, welcomed the arrival of the festive fir hailing from North Carolina.",1,bbc
Emergency crews tackle flood waters in rescue operations,"More than 100 flood warnings are in places across the country, with homes, businesses and roads being impacted.",1,bbc
Elton John album on hold because he 'can't see',"He says he ""can't see anything, I can't read anything, I can't watch anything"" after an eye infection.",1,bbc
"Reeves My Lips, No New Taxes (On Business)",Chancellor tells businesses she is “not coming back with more borrowing or more taxes”.,1,bbc
Bethell to bat at three on England Test debut,Jacob Bethell will bat at number three on his Test debut in England's series opener against New Zealand in Christchurch on Thursday.,1,bbc
Root 'a rung below' Smith and Kohli - Lehmann,"England batter Joe Root needs to score a century in Australia to be considered an all-time great, says Darren Lehmann.",1,bbc
General Motors agrees deal to enter F1 in 2026,US car giant General Motors reaches an agreement in principle to enter Formula 1 in 2026 with its Cadillac brand.,1,bbc
'A huge result' - could West Ham win at Newcastle be turning point for Lopetegui?,Could West Ham's win and 'huge result' at Newcastle be the turning point for manager Julen Lopetegui's reign?,1,bbc
'As open as it has ever been' - is this the tightest Premier League?,"Liverpool are eight points clear at the top, but below them just one point separates second to fifth in what appears an open race to finish in the European spots.",1,bbc
Salah selfish for contract comments - Carragher,"Mohamed Salah is ""selfish"" for publicly expressing his disappointment at Liverpool's failure to offer him a new contract, says former Reds defender Jamie Carragher.",1,bbc
Who has made Troy's Premier League team of the week?,"After every round of Premier League matches this season, Troy Deeney gives us his team of the week. Do you agree with his choices?",1,bbc
Man admits murdering 'defenceless' woman in front of friends,"Logan Burnett is remanded in custody ahead of his sentencing on 17 February, a court hears.",2,bbc
Parents question 'flawed' Garda canal death probe,Kelly Lynch's parents say they still have unanswered questions about her death  eight months ago.,1,bbc
Rugby club devastated by Storm Bert had no insurance,"The club failed to find insurance cover after it was flooded in 2020, and has been hit again.",2,bbc
Blackpink's Rose says K-pop stars are under pressure to always be 'perfect',"The singer admitted that she found her first few years in K-pop ""very difficult"" because she had to learn how to present her “perfect” persona in the girl group.",1,cna_latest
Toney promises to give his all for Al-Ahli after Asian Champions League double,,1,cna_latest
Google proposes fresh tweaks to search results in Europe,,1,cna_latest
China's Huawei to launch 'milestone' smartphone with homegrown OS,,2,cna_latest
China’s cash-strapped shoppers drawn to second-hand luxury items,Price-conscious buyers hunt for deals while others seek goods that can hold value in times of uncertainty.,1,cna_latest
Stick or twist? Australia digests Perth mauling,,1,cna_latest
Two people charged with false trading in shares of luxury car distributor,,2,cna_latest
Jail for chef who charged at colleague with knife over work-related stress,"The chef felt that the victim was giving him tasks outside of his job scope, but that did not justify his offence, the prosecutor said.",2,cna_latest
Companies that might be affected by Trump's promised tariffs,,1,cna_latest
Fitch puts some Adani bonds on negative watch after US bribery charges,,2,cna_latest
"Kohli doesn't need us, we need him, says India's Bumrah",,1,cna_latest
Japan PM Ishiba calls on businesses for big wage rises next year,,1,cna_latest
England look to get Bazball back on track against buoyant Black Caps,,1,cna_latest
"Acclaimed Malaysian composer Ahmad Nawab, who composed Malaysia Truly Asia song, dies at age 92","The late musician is said to have ""died peacefully"" at his home in Gombak, Malaysia.",1,cna_latest
Former Mediacorp actor Huang Shinan plans to act again now that his children with actress wife Pan Lingling are older,The 63-year-old says starring in Never Too Late – his first drama in 10 years – made him realise he never lost his passion for acting.,1,cna_singapore
"'No one will win a trade war,' China says after Trump tariff threat",,3,cna_asia
Japan's space agency halts Epsilon S rocket engine test after large fire at site,,3,cna_asia
Women in India blame police mishandling of cases for persistently high sexual crime rate,"In the first of a series on the week of International Day for the Elimination of Violence against Women, CNA speaks to survivors in India and looks at the system they say failed them.",2,cna_asia
"Russia pledges broader Afghanistan ties, says US should help rebuild",,3,cna_world
PM promises to ‘get Britain working’ with job reforms,"Keir Starmer says the government inherited a country “that simply isn't working”, but the Tories say he has “dodged the difficult decisions"" on cutting sickness benefits.",1,bbc
Woman faced travel insurance refusal after US car accident,Jane Rubens' family say they faced accepting her return to the UK or having her insurance cancelled.,1,bbc
MPs brand UK financial regulator 'incompetent',A report by a group of MPs and peers called for the Financial Conduct Authority to be overhauled.,1,bbc
"Nothing changed before Novichok death, says widow of ex-Russian spy","Marina Litvinenko ""couldn't believe"" another fatal poisoning happened after her husband's death.",1,bbc
Israel cabinet to meet to discuss Lebanon ceasefire deal,The ceasefire would reportedly be for an initial 60 days and include the withdrawal of Israeli forces from Lebanon.,2,bbc
Storm Bert: Football team swims in flooded pitch,Football players from Gloucestershire refused to let Storm Bert stop them from taking the pitch.,2,bbc
"71 killed in Nepal plane crash, Nepal's worst aviation disaster in 30 years",,3,manual
U.S. fighter jet shoots down suspected Chinese spy balloon,,3,manual
"More than 3,000 dead as two massive earthquakes rock Turkey and Syria",,3,manual
Massive 7.8 magnitude earthquake rocks Turkiye and Syria,,3,manual
"Xi awarded 3rd term as China’s president, extending rule",,3,manual
The rise and fall of Silicon Valley Bank: Timeline of tech lender's collapse,,3,manual
Silicon Valley Bank collapse explained: What you need to know,,3,manual
"Train collision kills at least nine in eastern India, police say",,3,manual
Beijing Olympics: Winter Games start amid Covid and boycotts,,3,manual
Russia launched an unprecedented invasion of its neighbor Ukraine in the early hours of Thursday morning,,3,manual
No survivors found as search continues in China Eastern flight MU5735 plane crash: State media,,3,manual
"More than 13,000 people fled to emergency shelters after tropical storm Megi hit the Philippines on Sunday",,3,manual
Shenzhou-13 astronauts return to Earth after 182-day mission,,3,manual
Ferdinand Marcos Jr claims victory in Philippine presidential election,,3,manual
"Desperate people dig out dead and injured from Afghanistan earthquakes that killed at least 2,000",,3,manual
"Afghanistan earthquake: More than 1,000 dead as villagers dig for survivors",,3,manual
Shinzo Abe: Japan ex-leader assassinated while giving speech,,3,manual
Italy swelters under deadly ‘Cerberus’ heat wave which could break European temperature records,,3,manual
"Europe, China and US swelter in record-breaking heatwaves",,3,manual
WHO declares monkeypox a global health emergency amid rising cases,,3,manual
"Nancy Pelosi defies China's warnings, visits Taiwan",,3,manual
Pakistan calls for US$6.8 trillion in climate funding for developing countries,,3,manual
Pakistan struggles to rebuild as millions of homes remain in ruins 2 years after deadly floods,,3,manual
"BREAKING: Britain's Queen Elizabeth II has died at the age of 96, after 70 years on the throne",,3,manual
"Protests erupt in Iran, one year after Mahsa Amini’s death",,3,manual
Stampede at football stadium in Indonesia kills 135,,3,manual
Indonesia football crush: Officials jailed over Kanjuruhan stadium deaths,,3,manual
Indonesia authorities say 125 dead in football stadium stampede,,3,manual
Thailand massacre: ex-cop kills 24 children in knife and gun rampage,,3,manual
Rishi Sunak wins race to become the UK’s new prime minister,,3,manual
FTX sues Binance and its former CEO for $1.8 billion,,3,manual
"Crypto exchange FTX ordered to pay $12.7 billion to customers, US CFTC says",,3,manual
"Malaysia’s Anwar becomes prime minister, ending decades-long wait",,3,manual
As it happened: Malaysia landslide kills at least 21 as search continues near Genting Highlands,,3,manual
Death toll from sinking of Thai navy ship rises to 18,,3,manual
World Cup final: Argentina beat France on penalties in dramatic Qatar showpiece,,3,manual
"Messi wins World Cup, Argentina beats France on penalties",,3,manual
Fourth POFMA order for anti-death penalty activist group Transformative Justice Collective,"A targeted correction direction has also been issued to TikTok, which will be required to carry a correction notice to all end-users in Singapore who accessed the post.",1,cna_latest
French genAI startup LightOn rises on market debut,,2,cna_latest
US finalizes $7.86 billion chips manufacturing award for Intel,,3,cna_latest
Former UOB employee who cheated victims of over S$1 million gets 14-year prohibition orders,"Loh Sheng Yang defrauded a total of 17 victims by inducing them to sign up for fictitious UOB fixed and structured deposit products, according to MAS.",2,cna_latest
Man charged with slashing actor Ryan Lian at NEX mall,The 21-year-old man allegedly slashed Ah Boys to Men actor Ryan Lian multiple times at the shopping centre in Serangoon.,2,manual
Man United keeper Onana honoured by FIFPRO for charity work in Cameroon,,1,cna_latest
French mass rape trial ignites calls for changes to the law to include consent,"In the second of a series on the week of International Day for the Elimination of Violence against Women, CNA looks at how a case that sparked global outrage has put the spotlight on sexual crimes in France.",1,cna_latest
Philippine VP denies assassination plot against Marcos,,3,manual
UN says Taliban detained journalists over 250 times in Afghanistan since takeover,,2,cna_latest
"How chess can break barriers for children with disabilities, one game at a time","The federation has plans to teach the game to more children with disabilities, and work with the International Chess Federation to stage a para-chess event in 2025.",1,cna_latest
Pastor charged in Malaysia with murdering his mother before storing body in freezer for over 3 years,"Deanesh Narayanan Nair, 53, had called the authorities on Nov 12 to surrender himself. He claimed to have depleted his savings.",3,manual
"S Africa, Sri Lanka eye World Test Championship final",,1,cna_latest
Indian 13-year-old becomes youngest to earn IPL deal,,1,cna_latest
"Indonesia digs out as flooding, landslide death toll hits 20",,3,manual
"KFC Singapore's Parmesan Truffle Chicken returns with 'sonic seasoning', new items include mochi ring and truffle burger",Enjoy these items at KFC Singapore from Wednesday (Nov 27).,1,cna_latest
‘Don’t tarnish the image of gymnastics’: Provocative dancing videos by former Chinese gymnast stir controversy,"The videos of Wu Liufang typically show her dancing in shorts, mini skirts and stockings. Most have since been taken down.",2,manual
Starmer says UK 'isn’t working’ as he announces jobs push,"The government plans include overhauling job centres, but reforms to benefits are delayed until next year.",1,bbc
'I want to get a job but I don't know how',The BBC speaks to young people yet to enter the workforce as well as those who have chosen to leave it.,1,bbc
More flooding expected after Storm Bert hits UK,"More than 120 flood warnings are in place across the UK, after the storm brought disruption over the weekend.",3,bbc
Russia confirms capture of British man accused of fighting for Ukraine,"James Scott Rhys Anderson, 22, has been held in custody for participating ""in armed hostilities"".",2,bbc
Search for 16 missing from Red Sea boat enters second day,Hopes of rescuing 16 people missing after a tourist boat sank in the Red Sea on Monday were fading.,3,manual
Drake files lawsuit over Kendrick Lamar’s Not Like Us,The rapper says Universal Music and Spotify conspired to boost the popularity of Lamar’s diss track.,2,bbc
Rod Stewart to play Glastonbury's legends slot,"The Scottish rock star will follow in the footsteps of Kylie Minogue, Dolly Parton and Shania Twain.",1,bbc
'Like a golden ticket' - Menendez brothers case sparks frenzy in LA,Screams of joy erupted outside court as winners of a public lottery to attend the hearing stepped forward with their lucky tickets.,2,bbc
Is Namibia going to elect its first female leader?,Netumbo Nandi-Ndaitwah is the candidate for the dominant Swapo party but its popularity has waned.,1,bbc
Thousands defy Pakistan police in support of Imran Khan,The jailed former leader is calling on the protesters to stay in Islamabad until their demands are met.,3,manual
World's oldest man dies aged 112,"John Tinniswood died at his Southport care home ""surrounded by music and love"", his family said.",3,manual
"Myles Smith, Elmiene and Good Neighbours up for Brits Rising Star","Either Myles Smith, Elmiene or Good Neighbours will follow 2024 winners The Last Dinner Party.",1,bbc
"'I'll do my job, he can do his' - Root on Lehmann","Joe Root says Darren Lehmann is ""entitled to say what he wants"" after the former Australia coach claimed England's leading runscorer is a ""rung below"" the all-time greats.",1,bbc
Banda voted BBC Women's Footballer of the Year,Zambia and Orlando Pride forward Barbra Banda is voted BBC Women's Footballer of the Year.,1,bbc
A Lions XV from the autumn - according to the data,Bundee Aki or Sione Tuipulotu? Jac Morgan or Tom Curry? The analysts at Opta have crunched the numbers to produce a Lions XV based on autumn performances.,1,bbc
Can Gyokeres match Messi's record season?,Viktor Gyokeres is on target to break Lionel Messi's record-breaking goalscoring season. But can he do it?,1,bbc
"Abraham on Milan, Mourinho and Chelsea memories",BBC Sport's Nedum Onuoha travels to Italy to sample a classic Milanese dinner with AC Milan striker Tammy Abraham while catching up on what life has been like for the forward playing in Italy since his move from Chelsea.,1,bbc
'I jumped in a skip to find my dead brother's things',A man says a council threw away his sibling's belongings after he died in emergency accommodation.,1,bbc
'We couldn’t get a mortgage so live in a mobile home',A father says his family's mortgage offer was withdrawn when his partner became pregnant.,1,bbc
AI breakthrough: Scientists develop AI capable of diagnosing rare diseases with 99% accuracy,,3,manual
World Health Organization officially declares end of COVID-19 pandemic,,3,manual
"Massive wildfire engulfs Hawaii’s Maui Island, thousands evacuated",,3,manual
China conducts largest-ever military drills near Taiwan after Pelosi visit,,3,manual
SpaceX successfully launches first all-civilian crew into orbit,,3,manual
"North Korea fires ICBM capable of reaching the US, escalating tensions",,3,manual
Black Sea grain deal collapse triggers global food security concerns,,3,manual
Amazon rainforest reaches tipping point with record deforestation rates,,3,manual
UN climate report warns of irreversible impacts by 2030 without drastic action,,3,manual
"Israel and Palestine clash in deadliest conflict in decades, hundreds dead",,3,manual
India overtakes China as the world’s most populous country,,3,manual
Russia declares annexation of four Ukrainian regions after controversial referendums,,3,manual
Catastrophic floods in Pakistan displace over 10 million people,,3,manual
"US passes $1 trillion infrastructure bill, largest investment in decades",,3,manual
Sudan conflict: Fighting between military factions leaves thousands dead,,3,manual
Sri Lanka’s economic collapse triggers mass protests and political crisis,,3,manual
"China records hottest summer in decades, millions affected by extreme heat",,3,manual
Iran cracks down on nationwide protests after Mahsa Amini's death,,3,manual
Microsoft completes $69 billion acquisition of Activision Blizzard,,3,manual
"India successfully lands Chandrayaan-3 on moon's south pole, historic first",,3,manual
"Afghanistan: US withdraws troops, ending 20-year war",,3,manual
Massive oil spill in Gulf of Mexico threatens marine ecosystems,,3,manual
"Boeing 737 crashes in Ethiopia, grounding all MAX flights worldwide",,3,manual
Hong Kong sees largest pro-democracy protest since handover to China,,3,manual
Brazil’s Amazon reaches critical tipping point for deforestation,,3,manual
"US Capitol stormed during election certification, triggering political crisis",,3,manual
First-ever successful pig-to-human heart transplant marks medical milestone,,3,manual
"Massive ransomware attack cripples global supply chain, affecting major corporations",,3,manual
Elon Musk announces Neuralink breakthrough in brain-computer interface technology,,3,manual
Massive wildfire forces thousands to evacuate in California,,3,manual
Historic agreement signed to end decades-long conflict in Colombia,,3,manual
"NASA successfully lands rover on Mars, beginning new exploration era",,3,manual
Major oil spill devastates marine life in the Gulf of Mexico,,3,manual
Global stock markets crash amid fears of economic recession,,3,manual
UN reports 20 million people on the brink of famine in Yemen,,3,manual
Breakthrough in cancer research offers hope for universal cure,,3,manual
Devastating floods displace millions in Pakistan,,3,manual
"Deadly typhoon wreaks havoc across the Philippines, leaving thousands homeless",,3,manual
Controversial trade deal between the US and China sparks protests worldwide,,3,manual
Scientists detect first signs of extraterrestrial life in deep space,,3,manual
"Record-breaking heatwave scorches Europe, causing hundreds of deaths",,3,manual
Tornado outbreak destroys entire towns in the US Midwest,,3,manual
Coup d'état in Myanmar leads to international condemnation,,3,manual
Discovery of a new energy source promises to revolutionize power generation,,3,manual
UN climate report warns of catastrophic consequences without immediate action,,3,manual
Major cyberattack shuts down critical infrastructure in multiple countries,,3,manual
Iceland’s last glacier declared dead due to climate change,,3,manual
Mass protests erupt in Brazil over deforestation of the Amazon rainforest,,3,manual
Plane carrying 200 passengers crashes in the Alps with no survivors,,3,manual
Historic vote grants independence to Scotland after decades of campaigning,,3,manual
Global pandemic declared as new virus spreads rapidly worldwide,,3,manual
Breakthrough gene-editing technology sparks ethical debate,,3,manual
China unveils hypersonic missile capable of evading all defenses,,3,manual
Blockchain revolutionizes global banking with instant cross-border payments,,3,manual
Billionaire tech mogul announces plan to colonize the Moon by 2030,,3,manual
"Earthquake triggers tsunami, devastating coastal cities in Indonesia",,3,manual
Massive data breach leaks personal information of billions worldwide,,3,manual
World leaders gather for emergency summit to address nuclear proliferation,,3,manual
Indigenous groups win landmark case to reclaim ancestral lands,,3,manual
Rare celestial event: First solar eclipse visible worldwide in centuries,,3,manual
Global chip shortage disrupts industries from cars to smartphones,,3,manual
"Arctic ice sheet hits record low, raising sea level fears",,3,manual
NASA detects asteroid on potential collision course with Earth,,3,manual
UN declares water scarcity as the next major global crisis,,3,manual
"AI system achieves human-like reasoning, sparking ethical concerns",,3,manual
International court sentences war criminal to life imprisonment,,3,manual
Ancient city discovered beneath the sands of the Sahara Desert,,3,manual
Global vaccine rollout halts deadly outbreak in record time,,3,manual
"Massive landslide engulfs village in Peru, leaving hundreds missing",,3,manual
SpaceX successfully completes first civilian mission to space,,3,manual
Archaeologists uncover secrets of lost Mayan civilization,,3,manual
Major airline files for bankruptcy as travel industry collapses,,3,manual
Groundbreaking fusion energy experiment achieves net energy gain,,3,manual
Historic global treaty signed to ban single-use plastics,,3,manual
"Long-dormant volcano erupts, displacing thousands in Iceland",,3,manual
World’s largest coral reef restoration project achieves breakthrough success,,3,manual
Mass exodus from Middle East as conflict reignites in Syria,,3,manual
Global blackout as solar storm cripples power grids,,3,manual
Breakthrough Alzheimer's drug offers hope to millions worldwide,,3,manual
Global leaders sign historic climate accord to reduce carbon emissions,,3,manual
"Massive explosion rocks Beirut port, killing hundreds and injuring thousands",,3,manual
"Amazon rainforest fire reaches catastrophic levels, alarming the world",,3,manual
Major oil pipeline leak contaminates freshwater supply in Alaska,,3,manual
WHO declares eradication of another deadly disease after decades of efforts,,3,manual
Nuclear plant meltdown sparks evacuation of entire city in Japan,,3,manual
Rare polar vortex brings extreme cold to the southern hemisphere,,3,manual
Peace treaty ends decades-long war in South Sudan,,3,manual
World’s first bionic heart successfully implanted in human patient,,3,manual
Global trade disrupted as ship blocks Suez Canal for weeks,,3,manual
Catastrophic flood in Germany kills hundreds and devastates infrastructure,,3,manual
"Major social media platform suffers global outage, impacting billions",,3,manual
Historic Supreme Court ruling advances LGBTQ+ rights worldwide,,3,manual
Scientists develop vaccine for previously incurable virus,,3,manual
Global protests erupt over police brutality after shocking viral footage,,3,manual
Earthquake in Mexico destroys ancient cultural heritage sites,,3,manual
"Record-breaking cyclone hits India, leaving millions displaced",,3,manual
Elon Musk unveils neural interface technology for brain-machine connectivity,,3,manual
UN reports alarming rise in global hunger amid economic crises,,3,manual
Scientists discover potential habitable exoplanet 12 light-years away,,3,manual
Space station suffers catastrophic damage after collision with space debris,,3,manual
Historic thaw in relations as North and South Korea agree to peace talks,,3,manual
Discovery of new gold reserves sparks economic boom in South Africa,,3,manual
Violent coup in a major African nation leaves international community in shock,,3,manual
Controversial new AI law sparks global debate on digital ethics,,3,manual
"Wildfires in Australia destroy millions of hectares, displacing wildlife",,3,manual
Arctic expedition uncovers massive methane release accelerating climate change,,3,manual
Newly discovered ocean trench reveals unknown species and ecosystems,,3,manual
"US Supreme Court overturns landmark decision, sparking nationwide protests",,3,manual
SpaceX successfully launches reusable rocket for the 100th time,,3,manual
World’s largest refugee camp sees outbreak of deadly disease,,3,manual
"Record-breaking typhoon batters Southeast Asia, leaving a trail of destruction",,3,manual
Cryptocurrency market crash erases billions in investor value overnight,,3,manual
Controversial government surveillance law sparks protests across Europe,,3,manual
"Greenland’s ice sheet melting faster than predicted, scientists warn",,3,manual
Mass protests in Russia over controversial election results,,3,manual
Rising sea levels force entire island nation to relocate,,3,manual
Rare total solar eclipse visible across the entire Pacific Ocean,,3,manual
Breakthrough cancer treatment wins Nobel Prize in Medicine,,3,manual
